ID,Diametre_mm,Masse_g,Rugosite_um,Temperature_C,Vibration_mm_s,Couleur_indice,Ultrason_dB,Durete_HV,Defectueuse,TypeDefaut
P1359,50.457,120.768,1.719,41.451,2.353,0.5962,66.795,178.903,1,1
P1360,49.571,116.448,2.402,41.289,3.711,0.6999,65.653,210.582,1,2
P1361,50.053,119.425,1.307,36.619,2.031,0.5652,73.379,198.92,0,0
P1362,49.536,115.534,1.447,41.072,2.786,0.5617,53.919,167.477,1,3
P1363,49.757,122.103,2.791,41.175,2.922,0.5411,67.192,180.734,1,2
P1364,49.81,118.532,1.006,36.194,2.008,0.5133,78.06,208.825,0,0
P1365,50.127,121.568,1.021,41.158,1.499,0.5001,75.611,211.147,0,0
P1366,49.807,120.128,1.883,28.251,1.862,0.482,74.576,207.279,0,0
P1367,49.707,117.235,2.758,44.04,2.766,0.8686,44.854,NaN,1,2
P1368,49.537,124.509,2.126,54.289,4.061,0.5856,64.077,177.096,1,4
P1369,50.028,118.39,2.949,35.729,1.554,0.7774,63.675,224.053,1,2
P1370,49.675,121.599,2.299,39.54,2.257,0.543,71.195,165.707,1,2
P1371,50.295,118.339,2.148,43.654,2.573,0.5559,43.981,165.967,1,3
P1372,49.855,121.209,1.394,36.848,2.374,0.5524,74.918,203.963,0,0
P1373,50.726,118.981,3.423,42.222,4.388,0.7128,69.263,213.42,1,2
P1374,50.256,119.951,1.61,29.522,2.284,0.5007,75.662,202.193,0,0
P1375,50.274,118.761,2.125,34.87,2.847,0.5216,156.499,164.928,1,3
P1376,50.049,118.967,1.327,35.942,1.176,0.5472,79.586,191.763,0,0
P1377,49.806,119.565,1.057,28.57,1.586,0.4739,73.644,214.099,0,0
P1378,49.972,121.266,1.316,33.21,1.742,0.5426,75.591,200.62,0,0
P1379,50.983,129.165,1.96,37.078,2.549,0.6648,74.953,196.621,1,1
P1380,50.092,117.829,1.132,31.355,1.449,0.4804,74.395,199.562,0,0
P1381,50.355,116.836,2.123,40.52,3.983,0.6579,51.966,178.245,1,3
P1382,50.441,122.831,2.514,39.518,0.78,0.6548,61.823,201.969,1,1
P1383,49.893,118.612,1.085,31.246,1.734,0.5188,75.05,196.431,0,0
P1384,49.798,119.653,1.453,33.946,1.533,0.5296,75.574,197.364,0,0
P1385,49.751,121.859,1.03,33.791,2.085,0.5163,77.134,202.91,0,0
P1386,49.619,112.64,2.965,39.979,3.311,NaN,64.627,171.201,1,2
P1387,50.103,121.061,0.857,33.57,1.95,0.5515,73.83,197.729,0,0
P1388,50.518,114.854,2.173,40.595,2.924,0.5422,72.549,191.742,1,1
P1389,49.828,119.269,1.41,32.619,1.211,0.5316,76.827,210.63,0,0
P1390,49.831,128.143,2.298,40.036,1.55,0.5547,60.041,214.687,1,2
P1391,49.732,118.11,1.715,32.149,3.036,0.6541,56.523,137.162,1,3
P1392,50.241,122.597,1.599,48.483,2.393,0.6903,46.592,150.245,1,3
P1393,49.988,120.415,1.404,35.125,1.331,0.5533,77.526,212.542,0,0
P1394,50.257,119.435,1.295,29.936,1.484,0.4778,80.949,214.036,0,0
P1395,49.989,122.137,2.489,36.936,2.558,0.6459,74.748,199.821,1,2
P1396,50.33,119.524,2.194,37.25,2.704,0.5939,55.723,136.428,1,3
P1397,49.733,116.197,2.401,44.228,2.895,0.6533,72.52,156.343,1,2
P1398,50.505,NaN,2.036,38.443,2.811,0.6917,62.95,191.551,1,1
P1399,50.041,121.435,1.162,31.997,1.7,0.5561,74.723,206.362,0,0
P1400,50.164,119.717,0.979,28.89,1.587,0.4893,77.219,219.482,0,0
P1401,50.695,118.034,2.921,39.454,3.982,0.77,NaN,172.621,1,2
P1402,50.057,121.043,2.56,40.257,2.032,0.5522,37.981,177.028,1,3
P1403,49.538,116.877,2.425,45.102,1.98,0.5337,61.703,173.753,1,1
P1404,50.61,126.758,1.286,43.239,2.838,0.5792,66.887,197.136,1,1
P1405,50.441,119.075,1.35,33.506,1.293,0.4819,78.407,198.779,0,0
P1406,50.135,121.771,NaN,40.878,1.684,0.5477,74.733,198.699,0,0
P1407,50.457,118.212,2.824,48.054,3.552,0.7398,64.056,199.427,1,2
P1408,49.14,115.551,1.907,42.4,3.103,0.4978,52.696,194.192,1,2
P1409,49.34,125.03,1.483,29.605,3.203,0.5965,50.212,214.964,1,1
P1410,50.07,122.589,1.302,34.863,1.51,0.4727,72.146,202.643,0,0
P1411,49.716,118.401,1.766,35.526,2.469,0.6254,68.639,172.717,1,3
P1412,50.007,122.172,0.741,34.641,1.858,0.4327,74.347,204.611,0,0
P1413,50.003,118.688,1.344,36.568,2.035,0.519,76.24,199.69,0,0
P1414,50.377,119.094,1.141,30.718,1.716,0.5911,79.391,210.844,0,0
P1415,50.277,117.937,2.501,41.765,3.989,0.6883,50.302,160.489,1,3
P1416,50.654,119.565,1.995,32.023,2.262,0.6892,56.016,177.708,1,3
P1417,50.106,121.635,1.113,34.479,1.752,0.5633,75.502,215.033,0,0
P1418,50.142,119.309,1.791,34.522,2.71,0.5829,63.463,197.642,1,2
P1419,49.812,120.246,1.393,NaN,1.865,0.4749,72.414,192.205,0,0
P1420,50.81,122.893,0.528,38.482,3.762,0.6368,62.804,182.036,1,4
P1421,49.984,116.59,1.302,38.585,2.356,0.6064,45.226,193.925,1,3
P1422,50.155,120.875,1.324,35.495,1.683,0.5512,74.374,197.49,0,0
P1423,50.647,122.384,1.296,28.717,2.708,0.6752,51.631,177.428,1,3
P1424,50.141,117.413,1.198,37.57,3.751,0.61,58.332,179.811,1,4
P1425,49.794,121.708,0.997,44.233,3.571,0.5597,65.492,182.756,1,4
P1426,49.734,120.932,2.536,52.865,4.867,0.5719,73.44,212.667,1,4
P1427,50.345,112.016,2.278,40.301,2.139,0.6314,63.36,181.4,1,4
P1428,50.022,117.171,1.081,38.834,1.656,0.5956,76.685,203.342,0,0
P1429,50.584,119.034,2.836,48.156,4.373,0.6729,60.24,207.349,1,4
P1430,50.26,119.306,2.339,50.316,2.012,0.475,75.169,209.285,1,4
P1431,49.68,126.209,2.646,50.972,2.983,0.8019,64.033,189.827,1,2
P1432,49.769,118.486,1.123,36.486,1.475,0.5158,68.235,197.969,0,0
P1433,49.828,120.92,1.647,33.52,1.541,0.5636,77.166,202.314,0,0
P1434,50.073,111.051,3.278,48.004,3.121,0.8756,56.464,174.16,1,2
P1435,49.934,119.146,1.179,31.646,1.384,0.4738,79.144,208.802,0,0
P1436,50.093,119.896,1.36,34.632,1.785,0.5474,72.08,198.365,0,0
P1437,50.406,118.823,1.058,33.606,3.012,0.6703,63.114,166.83,1,3
P1438,50.033,121.041,2.108,39.36,2.981,0.5715,53.651,167.511,1,3
P1439,49.704,117.611,1.976,40.716,2.627,0.4908,53.903,220.532,1,4
P1440,50.12,120.949,1.309,35.244,1.602,0.4976,74.609,209.238,0,0
P1441,49.895,118.747,1.179,36.684,1.312,0.4938,76.128,190.808,0,0
P1442,50.148,126.514,2.014,46.803,4.346,0.589,71.103,157.619,1,4
P1443,49.995,120.282,1.101,31.267,1.632,0.5153,76.221,209.241,0,0
P1444,50.066,124.532,1.017,36.795,2.308,0.4968,51.087,176.44,1,3
P1445,49.994,120.05,1.114,38.185,1.948,0.5178,76.704,201.883,0,0
P1446,50.057,119.944,1.003,31.075,2.137,0.5104,76.527,220.452,0,0
P1447,49.695,119.13,3.217,45.187,2.38,0.6281,68.679,189.846,1,2
P1448,50.044,119.163,0.866,39.991,1.311,0.4876,71.872,192.452,0,0
P1449,50.02,118.106,1.105,36.542,1.357,0.57,78.059,220.423,0,0
P1450,50.055,120.555,NaN,35.855,2.09,0.5725,62.773,176.161,1,3
P1451,50.033,119.862,1.323,34.417,1.186,0.5602,74.98,194.474,0,0
P1452,50.208,125.046,1.394,42.89,2.678,0.6041,47.707,162.649,1,3
P1453,50.105,120.54,1.319,30.317,1.047,0.5546,75.34,213.889,0,0
P1454,49.857,122.008,2.902,35.488,2.443,0.6036,59.058,186.908,1,2
P1455,50.221,121.278,1.789,45.163,4.115,0.5165,78.992,180.207,1,4
P1456,50.625,119.73,2.415,46.28,2.287,0.73,71.99,163.381,1,2
P1457,48.973,124.3,1.7,43.625,2.045,0.6093,71.267,198.866,1,1
P1458,50.341,116.526,2.696,44.776,3.218,0.5706,59.33,207.998,1,2
P1459,50.512,119.839,2.404,39.635,2.798,0.4318,66.154,150.662,1,3
P1460,49.959,123.154,2.641,48.279,3.121,0.6442,43.542,209.873,1,2
P1461,49.844,110.141,2.071,52.273,3.481,0.6017,74.797,189.883,1,1
P1462,50.502,118.367,3.15,36.219,3.62,0.6356,66.329,195.088,1,2
P1463,50.1,121.976,1.17,36.203,1.871,0.5574,76.441,207.322,0,0
P1464,49.957,118.681,2.601,42.655,4.01,0.4884,45.92,167.19,1,3
P1465,50.231,117.67,1.355,33.659,1.082,0.4667,75.811,195.723,0,0
P1466,49.954,118.772,1.893,43.609,3.705,0.5003,65.506,210.707,1,4
P1467,49.851,119.795,1.072,32.053,1.482,0.5055,74.969,210.4,0,0
P1468,50.617,121.094,1.474,46.218,4.899,0.6057,60.106,171.255,1,4
P1469,50.22,114.894,0.754,36.444,2.205,0.6362,41.48,182.08,1,3
P1470,49.464,122.608,2.545,33.461,4.003,0.4849,62.634,187.402,1,2
P1471,49.926,121.253,1.701,33.363,2.62,0.5835,57.1,180.486,1,3
P1472,50.044,123.397,1.18,30.941,1.584,0.5001,72.319,210.294,0,0
P1473,NaN,118.489,1.003,44.908,2.599,0.6824,57.989,176.445,1,1
P1474,50.205,119.337,1.319,38.002,1.568,0.5222,77.841,192.869,0,0
P1475,50.409,118.79,0.959,32.964,1.814,0.5482,76.845,222.466,0,0
P1476,49.856,119.008,1.208,34.444,1.836,0.5494,80.112,203.541,0,0
P1477,50.17,119.483,1.474,36.252,2.026,0.5112,72.607,198.825,0,0
P1478,49.864,124.551,1.752,33.013,1.336,0.5641,72.807,206.324,0,0
P1479,50.049,114.982,2.932,42.096,3.637,0.6143,83.84,202.611,1,2
P1480,49.28,122.702,2.397,41.033,4.14,0.6768,84.583,187.539,1,2
P1481,50.027,119.631,1.57,37.644,1.385,0.5861,81.939,196.531,0,0
P1482,50.247,121.235,2.364,30.142,2.522,0.6012,68.674,192.89,1,2
P1483,50.218,121.096,1.518,38.142,1.789,0.5212,76.129,200.285,0,0
P1484,50.251,119.336,1.717,39.317,2.372,0.5281,54.174,164.961,1,1
P1485,50.011,119.872,0.787,33.638,1.402,0.4985,72.155,208.8,0,0
P1486,50.161,120.585,1.339,33.765,1.777,0.5044,77.652,206.057,0,0
P1487,50.062,116.838,1.209,31.954,1.809,0.5179,74.495,199.657,0,0
P1488,50.11,120.228,1.036,31.254,1.256,0.5688,74.926,188.463,0,0
P1489,50.929,129.414,2.368,36.41,1.233,0.5728,60.732,207.833,1,1
P1490,49.96,119.705,1.344,39.718,1.41,0.544,68.1,202.054,0,0
P1491,50.489,119.493,1.175,36.701,1.743,0.4817,70.156,193.359,0,0
P1492,50.248,121.024,1.391,35.105,1.613,0.4821,78,203.667,0,0
P1493,50.326,118.467,1.87,38.433,1.824,0.537,47.422,167.579,1,3
P1494,49.774,120.596,1.408,34.748,1.695,0.5217,78.15,210.967,0,0
P1495,50.341,123.266,2.139,39.521,3.335,0.5825,61.972,177.139,1,2
P1496,50.152,116.402,1.526,34.109,1.567,0.5279,74.606,214.718,0,0
P1497,49.94,121.642,1.924,35.436,1.88,0.5339,77.387,213.876,0,0
P1498,50.542,133.662,2.661,46.8,3.068,0.5991,29.753,184.944,1,1
P1499,50.068,118.178,1.398,35.373,1.251,0.4554,86.778,198.344,0,0
P1500,49.667,114.761,1.273,42.057,2.517,0.5615,68.004,145.415,1,1
